nodeId:ID,name,node_type,:LABEL
allergic diseases,allergic diseases,disease,Term
cytotoxic nk cell subsets,cytotoxic nk cell subsets,cell type,Term
target cell,target cell,cell type,Term
cancerous cell,cancerous cell,cell type,Term
AR,AR,gene,Term
tissue-specific alterations,tissue-specific alterations,pathways,Term
DHT,DHT,gene,Term
eosinophil population,eosinophil population,cell type,Term
androgen receptor antagonist,androgen receptor antagonist,unknown,Term
immune cell function,immune cell function,unknown,Term
lymphocyte entry,lymphocyte entry,unknown,Term
AL3818,AL3818,gene,Term
blood vessel density,blood vessel density,unknown,Term
CD3+ T cell infiltration,CD3+ T cell infiltration,unknown,Term
CD3+ CD4+ T cell infiltration,CD3+ CD4+ T cell infiltration,unknown,Term
granzyme B expression,granzyme B expression,unknown,Term
IFN-γ expression,IFN-γ expression,unknown,Term
anti-PD-1 mAbs,anti-PD-1 mAbs,unknown,Term
cytotoxic cytokines,cytotoxic cytokines,unknown,Term
heterologous cells,heterologous cells,cell type,Term
ILC1s,ILC1s,unknown,Term
ILCP,ILCP,unknown,Term
yearly influenza vaccination,yearly influenza vaccination,pathways,Term
CDDP,CDDP,gene,Term
vγ9vδ2 t cells,vγ9vδ2 t cells,cell type,Term
substantial tumor growth inhibition,substantial tumor growth inhibition,pathways,Term
periodontitis,periodontitis,disease,Term
antiviral cytokines production,antiviral cytokines production,pathways,Term
chimeric antigen receptor t cells,chimeric antigen receptor t cells,cell type,Term
macrophage-based therapeutics,macrophage-based therapeutics,pathways,Term
diseased target cells,diseased target cells,cell type,Term
familial adenomatous polyposis,familial adenomatous polyposis,pathways,Term
poor infiltration,poor infiltration,pathways,Term
cellular stress,cellular stress,pathways,Term
MICA/B,MICA/B,unknown,Term
NK-92/5.28.z,NK-92/5.28.z,unknown,Term
glutaminolysis,glutaminolysis,unknown,Term
tricarboxylic acid cycle,tricarboxylic acid cycle,unknown,Term
glutathione synthesis,glutathione synthesis,unknown,Term
hexosamine biosynthesis pathway,hexosamine biosynthesis pathway,unknown,Term
protein glycosylation,protein glycosylation,unknown,Term
AMP-activated protein kinase,AMP-activated protein kinase,unknown,Term
glutamine metabolism,glutamine metabolism,unknown,Term
induction chemotherapy,induction chemotherapy,pathways,Term
APOLIPOPROTEIN A-I,APOLIPOPROTEIN A-I,gene,Term
pro-inflammatory cytokine secretion,pro-inflammatory cytokine secretion,pathways,Term
TAP,TAP,gene,Term
TAPBP,TAPBP,gene,Term
CA,CA,gene,Term
ERP57,ERP57,gene,Term
TAPBPR,TAPBPR,gene,Term
ERAPS,ERAPS,gene,Term
PROOME,PROOME,gene,Term
REGNASE1,REGNASE1,gene,Term
immunosuppressive cell populations,immunosuppressive cell populations,cell type,Term
EGFRVIII,EGFRVIII,gene,Term
fcγRIII,fcγRIII,unknown,Term
IgG1,IgG1,unknown,Term
IgG2,IgG2,unknown,Term
fcγRII,fcγRII,unknown,Term
CD32A,CD32A,unknown,Term
CAR-M,CAR-M,gene,Term
thymic inkt cell,thymic inkt cell,cell type,Term
trogocytic neutrophils,trogocytic neutrophils,cell type,Term
LR9,LR9,gene,Term
TIO3,TIO3,gene,Term
leukocyte subpopulations,leukocyte subpopulations,cell type,Term
basophil,basophil,cell type,Term
eosinophil,eosinophil,cell type,Term
lymphocyte,lymphocyte,unknown,Term
T-cell,T-cell,unknown,Term
KYN,KYN,gene,Term
cell deficiency,cell deficiency,disease,Term
inflammatory dendritic cells,inflammatory dendritic cells,cell type,Term
unmodified t cells,unmodified t cells,cell type,Term
graft-vs-host disease,graft-vs-host disease,unknown,Term
alloreactive T cells,alloreactive T cells,unknown,Term
cell assembly,cell assembly,pathways,Term
light-triggered DNA scaffolds,light-triggered DNA scaffolds,unknown,Term
tumor cell migration,tumor cell migration,unknown,Term
efficient cellular assembly,efficient cellular assembly,unknown,Term
NK-92 cells,NK-92 cells,unknown,Term
core-shell upconversion nanoparticles,core-shell upconversion nanoparticles,unknown,Term
photosensitive chemical linker,photosensitive chemical linker,unknown,Term
dibenzocyclootyne groups,dibenzocyclootyne groups,unknown,Term
dbco groups,dbco groups,unknown,Term
long single-stranded DNA,long single-stranded DNA,unknown,Term
bioorthogonally manipulating tumor-NK cell assembly,bioorthogonally manipulating tumor-NK cell assembly,unknown,Term
enhanced anti-tumor responses,enhanced anti-tumor responses,pathways,Term
cancer immunotherapy efficacy,cancer immunotherapy efficacy,pathways,Term
PROSTRATIN,PROSTRATIN,gene,Term
ACD,ACD,gene,Term
cik cells,cik cells,cell type,Term
human innate lymphoid cells,human innate lymphoid cells,cell type,Term
cancer defense,cancer defense,pathways,Term
nk hilcs,nk hilcs,cell type,Term
type I IFN,type I IFN,unknown,Term
small-cell lung cancer,small-cell lung cancer,disease,Term
immune suppressive regulatory t cells,immune suppressive regulatory t cells,cell type,Term
RHIL-2,RHIL-2,gene,Term
MiaPaCa2-TT,MiaPaCa2-TT,unknown,Term
MiaPaCa2,MiaPaCa2,unknown,Term
VS38,VS38,gene,Term
graft rejection,graft rejection,pathways,Term
antibody coated tumor cells,antibody coated tumor cells,cell type,Term
fusion proteins,fusion proteins,pathways,Term
peripheral blood nkt cells,peripheral blood nkt cells,cell type,Term
human peripheral blood nkt cells,human peripheral blood nkt cells,cell type,Term
regenerating nkt cells,regenerating nkt cells,cell type,Term
IL-2Rβ,IL-2Rβ,unknown,Term
IL-2Rγ,IL-2Rγ,unknown,Term
IL-2Rα,IL-2Rα,unknown,Term
PD1-IL2v,PD1-IL2v,unknown,Term
IL-2v,IL-2v,unknown,Term
IL-2variant,IL-2variant,unknown,Term
1-MT,1-MT,gene,Term
ALAD,ALAD,gene,Term
highly aggressive lymphoma,highly aggressive lymphoma,pathways,Term
non-clonal hyperplasia,non-clonal hyperplasia,pathways,Term
tumour-like lesions,tumour-like lesions,pathways,Term
liver,liver,disease,Term
CD101,CD101,gene,Term
malignant melanoma,malignant melanoma,pathways,Term
skin carcinomas,skin carcinomas,pathways,Term
colorectal carcinoma,colorectal carcinoma,disease,Term
CCL17,CCL17,gene,Term
interferon-stimulated genes,interferon-stimulated genes,unknown,Term
HBV-infected hepatocytes,HBV-infected hepatocytes,unknown,Term
PEP,PEP,gene,Term
peg-specific immunoglobulin M (IgM) immune complexes,peg-specific immunoglobulin M (IgM) immune complexes,unknown,Term
vasculitis,vasculitis,disease,Term
modified,modified,cell type,Term
FVFRAGMENT,FVFRAGMENT,gene,Term
SF,SF,gene,Term
f(ab,f(ab,unknown,Term
ILCS,ILCS,gene,Term
tumor protection,tumor protection,pathways,Term
naive t cells,naive t cells,cell type,Term
peripheral effector treg cells,peripheral effector treg cells,cell type,Term
CCRMULIZUMA,CCRMULIZUMA,gene,Term
immunological cells,immunological cells,cell type,Term
immune system clearance,immune system clearance,pathways,Term
drug circulation,drug circulation,pathways,Term
CLIZUMA,CLIZUMA,gene,Term
pathogenic t cells,pathogenic t cells,cell type,Term
activated pathogenic t cells,activated pathogenic t cells,unknown,Term
PENK,PENK,gene,Term
myeloid inhibitory cells,myeloid inhibitory cells,cell type,Term
ETV1,ETV1,gene,Term
E4BP4,E4BP4,gene,Term
TBET,TBET,gene,Term
GATA3,GATA3,gene,Term
ETS1,ETS1,gene,Term
ZHX2,ZHX2,gene,Term
car nk,car nk,cell type,Term
cell activation,cell activation,pathways,Term
anti-PD-1,anti-PD-1,unknown,Term
neurocognitive deficits,neurocognitive deficits,unknown,Term
Syk,Syk,unknown,Term
Syk inhibition,Syk inhibition,unknown,Term
microglia activation,microglia activation,unknown,Term
neurocognitive function,neurocognitive function,pathways,Term
CCN4,CCN4,gene,Term
dampened anti-tumor immunity,dampened anti-tumor immunity,pathways,Term
limited anti-tumor immunity,limited anti-tumor immunity,pathways,Term
AOM,AOM,gene,Term
dss,dss,unknown,Term
TNFSF4,TNFSF4,gene,Term
ATRA,ATRA,gene,Term
RAGS,RAGS,gene,Term
patrolling monocytes,patrolling monocytes,cell type,Term
MIS-C,MIS-C,unknown,Term
vascular endotheliitis,vascular endotheliitis,unknown,Term
gastrointestinal epithelial injury,gastrointestinal epithelial injury,unknown,Term
cultured glioma cells,cultured glioma cells,cell type,Term
ATG,ATG,gene,Term
altered,altered,cell type,Term
chronic circadian disruption,chronic circadian disruption,pathways,Term
advanced solid malignant tumors,advanced solid malignant tumors,cell type,Term
T-cells,T-cells,unknown,Term
tumor angiogenesis,tumor angiogenesis,pathways,Term
tumor-promoting environment,tumor-promoting environment,unknown,Term
ACD3/ACD8,ACD3/ACD8,gene,Term
cytotoxic cd8 t cells,cytotoxic cd8 t cells,cell type,Term
ilc subsets,ilc subsets,cell type,Term
terminally differentiated effector t cells,terminally differentiated effector t cells,cell type,Term
stem,stem,cell type,Term
TSPAN,TSPAN,gene,Term
TERT,TERT,gene,Term
cd8 memory t cells,cd8 memory t cells,cell type,Term
RAF1,RAF1,gene,Term
EP-100,EP-100,gene,Term
EP100,EP100,gene,Term
murine ovarian cancer cells,murine ovarian cancer cells,cell type,Term
nk-derived soluble factors,nk-derived soluble factors,unknown,Term
nk-mediated cytolysis,nk-mediated cytolysis,unknown,Term
nk-derived exosomes,nk-derived exosomes,unknown,Term
adoptive cancer immunotherapy,adoptive cancer immunotherapy,pathways,Term
prior sensitization,prior sensitization,pathways,Term
car carcinoma,car carcinoma,unknown,Term
peripheral blood immune cell profile,peripheral blood immune cell profile,cell type,Term
tumor resection,tumor resection,pathways,Term
colon carcinoma,colon carcinoma,pathways,Term
cytokine storm,cytokine storm,unknown,Term
dysregulated infection-induced inflammatory responses,dysregulated infection-induced inflammatory responses,pathways,Term
host survival,host survival,unknown,Term
reovirus-infected cells,reovirus-infected cells,pathways,Term
infected tumor cells,infected tumor cells,pathways,Term
cellular processes,cellular processes,pathways,Term
papillomavirus,papillomavirus,disease,Term
NKG2E,NKG2E,gene,Term
QA-1B,QA-1B,gene,Term
cold,cold,disease,Term
oncolytic reovirus,oncolytic reovirus,unknown,Term
anti-CD73,anti-CD73,unknown,Term
ERN1,ERN1,gene,Term
PKLR,PKLR,gene,Term
CD1DLIP,CD1DLIP,gene,Term
LYLIP,LYLIP,gene,Term
anthracyclines,anthracyclines,unknown,Term
acute myeloblastic leukaemia,acute myeloblastic leukaemia,disease,Term
topoisomerase inhibitors,topoisomerase inhibitors,unknown,Term
activated and expanded haploidentical NK cells,activated and expanded haploidentical NK cells,unknown,Term
allogeneic haematopoietic stem cell transplantation,allogeneic haematopoietic stem cell transplantation,unknown,Term
consolidation therapy,consolidation therapy,unknown,Term
cytarabine,cytarabine,unknown,Term
TOPO1,TOPO1,gene,Term
immune surveillance evasion,immune surveillance evasion,pathways,Term
ID2,ID2,gene,Term
tcf1,tcf1,unknown,Term
terminally differentiated cells,terminally differentiated cells,cell type,Term
ETUXIMAB,ETUXIMAB,gene,Term
ulbp2:her2-scFv,ulbp2:her2-scFv,unknown,Term
refractory neuroblastoma,refractory neuroblastoma,pathways,Term
ROR1,ROR1,gene,Term
IGL,IGL,gene,Term
C-LECTIN,C-LECTIN,gene,Term
respective transduction signal pathways,respective transduction signal pathways,pathways,Term
breast carcinoma,breast carcinoma,pathways,Term
lung carcinoma,lung carcinoma,unknown,Term
immune checkpoint signal blockade,immune checkpoint signal blockade,pathways,Term
infected or cancerous cells,infected or cancerous cells,cell type,Term
NARAL1,NARAL1,gene,Term
HIL-2/NARA1,HIL-2/NARA1,gene,Term
inhibitory immune receptors,inhibitory immune receptors,pathways,Term
crpc cells,crpc cells,cell type,Term
immunosuppressive cell subsets,immunosuppressive cell subsets,cell type,Term
KG2D,KG2D,gene,Term
MTX1,MTX1,gene,Term
XIAP,XIAP,gene,Term
immune-regulatory molecules,immune-regulatory molecules,pathways,Term
DLTHP,DLTHP,gene,Term
primary tumor cells,primary tumor cells,cell type,Term
broad cytotoxicity,broad cytotoxicity,pathways,Term
killed target cell,killed target cell,cell type,Term
abnormal,abnormal,cell type,Term
cd155,cd155,cell type,Term
belantamab mafodotin,belantamab mafodotin,unknown,Term
ADCs,ADCs,unknown,Term
bispecifics,bispecifics,unknown,Term
trispecific antibodies,trispecific antibodies,unknown,Term
designed ankyrin repeat proteins,designed ankyrin repeat proteins,unknown,Term
multiple pathways,multiple pathways,unknown,Term
HIST3H3,HIST3H3,gene,Term
HDAC10,HDAC10,gene,Term
hepatic tumor cells,hepatic tumor cells,cell type,Term
cell-intrinsic tumor regulatory pathways,cell-intrinsic tumor regulatory pathways,pathways,Term
histone deacetylase,histone deacetylase,pathways,Term
αβt cells,αβt cells,cell type,Term
langerhans cells,langerhans cells,cell type,Term
lcs,lcs,cell type,Term
anti-tumor function,anti-tumor function,pathways,Term
TE,TE,gene,Term
major histocompatibility complex-deficient,major histocompatibility complex-deficient,disease,Term
granzyme b pool,granzyme b pool,cell type,Term
SOX9,SOX9,gene,Term
IFIH1,IFIH1,gene,Term
TMEM173,TMEM173,gene,Term
STING1,STING1,gene,Term
MEM108,MEM108,gene,Term
immune checkpoint blockade resistance,immune checkpoint blockade resistance,pathways,Term
NDV,NDV,unknown,Term
PTGERS,PTGERS,gene,Term
hematological,hematological,disease,Term
XATILIMAB,XATILIMAB,gene,Term
cgvhd,cgvhd,disease,Term
HLA class I-specific inhibitory receptors,HLA class I-specific inhibitory receptors,unknown,Term
PDIA6,PDIA6,unknown,Term
PC cells,PC cells,unknown,Term
migration,migration,unknown,Term
xenografted tumor growth,xenografted tumor growth,unknown,Term
deubiquitination of β-catenin,deubiquitination of β-catenin,unknown,Term
deubiquitination of PD-L1,deubiquitination of PD-L1,unknown,Term
PDIA6 knockdown,PDIA6 knockdown,unknown,Term
PC cells malignancies,PC cells malignancies,unknown,Term
PC cells sensitivity to cytotoxic natural killer cells,PC cells sensitivity to cytotoxic natural killer cells,unknown,Term
PDIA6 overexpression,PDIA6 overexpression,unknown,Term
CSN5 shRNA,CSN5 shRNA,unknown,Term
CLADRIBINE,CLADRIBINE,gene,Term
CD5+ ILC1,CD5+ ILC1,unknown,Term
CD38-CD56bright NK cells,CD38-CD56bright NK cells,unknown,Term
CLAD,CLAD,gene,Term
γδ T cells,γδ T cells,unknown,Term
LAMP3,LAMP3,unknown,Term
sphingolipids,sphingolipids,unknown,Term
Bacteroidetes,Bacteroidetes,unknown,Term
chemotherapy-refractory solid tumors,chemotherapy-refractory solid tumors,pathways,Term
GM-CSF,GM-CSF,unknown,Term
dendric cell maturation,dendric cell maturation,pathways,Term
macrophage polarization,macrophage polarization,unknown,Term
anti-tumor capabilities,anti-tumor capabilities,pathways,Term
PD-1 inhibitor,PD-1 inhibitor,unknown,Term
iron deficiency,iron deficiency,disease,Term
acute retroviral infection,acute retroviral infection,pathways,Term
AMINO,AMINO,gene,Term
acute infection,acute infection,disease,Term
MTND1,MTND1,gene,Term
educated,educated,cell type,Term
KIRMHCI,KIRMHCI,gene,Term
recipient cells,recipient cells,cell type,Term
FCER1G,FCER1G,gene,Term
diminished cell proliferation,diminished cell proliferation,pathways,Term
broad-spectrum cytotoxicity,broad-spectrum cytotoxicity,pathways,Term
NCAM1,NCAM1,gene,Term
basal cells,basal cells,pathways,Term
human lung epithelial development,human lung epithelial development,pathways,Term
passenger leukocytes,passenger leukocytes,cell type,Term
graft destruction processes,graft destruction processes,pathways,Term
lymphoid cell subsets,lymphoid cell subsets,pathways,Term
TMIGD2,TMIGD2,gene,Term
KT,KT,gene,Term
CEBPA,CEBPA,unknown,Term
myeloid differentiation,myeloid differentiation,pathways,Term
CCAAT/enhancer-binding protein α,CCAAT/enhancer-binding protein α,unknown,Term
promoter methylation,promoter methylation,unknown,Term
intestinal tumours,intestinal tumours,cell type,Term
intestinal microbiota,intestinal microbiota,cell type,Term
tumour immunity,tumour immunity,unknown,Term
Akkermansia muciniphila,Akkermansia muciniphila,unknown,Term
Lactobacillus reuteri,Lactobacillus reuteri,unknown,Term
Fusobacterium nucleatum,Fusobacterium nucleatum,unknown,Term
tumour formation,tumour formation,unknown,Term
Helicobacter hepaticus,Helicobacter hepaticus,unknown,Term
tumour microenvironment,tumour microenvironment,unknown,Term
T lymphocytes,T lymphocytes,unknown,Term
tumour immunotherapy,tumour immunotherapy,unknown,Term
PD-L1-related therapies,PD-L1-related therapies,unknown,Term
endosomal TLR,endosomal TLR,unknown,Term
NK activation,NK activation,unknown,Term
NK function,NK function,unknown,Term
TLR agonist,TLR agonist,unknown,Term
tumor vaccines,tumor vaccines,unknown,Term
cancer immunotherapies,cancer immunotherapies,unknown,Term
RNA and DNA sequences,RNA and DNA sequences,unknown,Term
viruses and bacteria,viruses and bacteria,unknown,Term
CD20,CD20,unknown,Term
tonsillar,tonsillar,cell type,Term
prostaglandine,prostaglandine,unknown,Term
PIGEN,PIGEN,gene,Term
Bcl-2,Bcl-2,unknown,Term
p-ERK,p-ERK,unknown,Term
p-JNK,p-JNK,unknown,Term
Bax,Bax,unknown,Term
"Here are the relationships between the biomedical terms:

(oHSV2","Here are the relationships between the biomedical terms:

(oHSV2",unknown,Term
oHSV2,oHSV2,unknown,Term
UV-oHSV2,UV-oHSV2,unknown,Term
human peripheral blood mononuclear cells,human peripheral blood mononuclear cells,cell type,Term
TLR2,TLR2,unknown,Term
anti-NKG2A,anti-NKG2A,unknown,Term
anti-HLA-E,anti-HLA-E,unknown,Term
NK92 cells,NK92 cells,unknown,Term
injuries,injuries,disease,Term
PLCG1,PLCG1,gene,Term
myeloid cell lineage,myeloid cell lineage,cell type,Term
sustained tumor eradication,sustained tumor eradication,pathways,Term
ADR,ADR,unknown,Term
activated lymphocytes,activated lymphocytes,cell type,Term
foreign cells,foreign cells,cell type,Term
stil15,stil15,cell type,Term
potent antibody-dependent cellular cytotoxicity,potent antibody-dependent cellular cytotoxicity,pathways,Term
P2RY12,P2RY12,gene,Term
VITB6,VITB6,gene,Term
ONECAR,ONECAR,gene,Term
memory CD8+T cells,memory CD8+T cells,unknown,Term
cell malignancies,cell malignancies,disease,Term
rituximab,rituximab,unknown,Term
malignant b cells,malignant b cells,cell type,Term
subsequent inadequate antigen presentation,subsequent inadequate antigen presentation,pathways,Term
CD70,CD70,gene,Term
53BP1,53BP1,unknown,Term
BRCA1,BRCA1,unknown,Term
PARPi,PARPi,unknown,Term
pro-inflammatory signaling,pro-inflammatory signaling,pathways,Term
"Here are the relationships for the given pairs:


(il-2","Here are the relationships for the given pairs:


(il-2",unknown,Term
anti-tumor effector functions,anti-tumor effector functions,pathways,Term
tac,tac,cell type,Term
tumor-associated macrophases,tumor-associated macrophases,unknown,Term
mns,mns,cell type,Term
amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,pathways,Term
glia,glia,cell type,Term
inflammasome,inflammasome,unknown,Term
PD-1 blockade,PD-1 blockade,unknown,Term
immune-suppressive cells,immune-suppressive cells,unknown,Term
mc3-lnps,mc3-lnps,unknown,Term
liver leukocytes,liver leukocytes,cell type,Term
pancreatic cancer growth,pancreatic cancer growth,pathways,Term
splenectomy,splenectomy,unknown,Term
ascorbic acid,ascorbic acid,unknown,Term
interleukin 12,interleukin 12,unknown,Term
tumor immune recognition,tumor immune recognition,unknown,Term
endogenous retroviral elements,endogenous retroviral elements,unknown,Term
genomewide demethylation,genomewide demethylation,unknown,Term
anti-PD1 therapy,anti-PD1 therapy,unknown,Term
intratumoral infiltration,intratumoral infiltration,unknown,Term
granzyme B production,granzyme B production,unknown,Term
interleukin 12 production,interleukin 12 production,unknown,Term
tuberculosis,tuberculosis,disease,Term
mycobacterial stimuli,mycobacterial stimuli,pathways,Term
advanced disease,advanced disease,pathways,Term
GFΒ,GFΒ,gene,Term
advanced stage alveolar rms,advanced stage alveolar rms,cell type,Term
rms,rms,cell type,Term
b cell malignancies,b cell malignancies,cell type,Term
sarcomas,sarcomas,unknown,Term
chemokine (C-X-C motif) ligand 13,chemokine (C-X-C motif) ligand 13,unknown,Term
innate-memory CD8 T-cells,innate-memory CD8 T-cells,unknown,Term
innate T-αβ cells,innate T-αβ cells,unknown,Term
Th1-phenotype,Th1-phenotype,unknown,Term
innate-like stimulation,innate-like stimulation,unknown,Term
CD8 T-cell compartment,CD8 T-cell compartment,unknown,Term
memory CD8 T-cell compartment,memory CD8 T-cell compartment,unknown,Term
dnmt1,dnmt1,unknown,Term
ezh2,ezh2,unknown,Term
L-MYC,L-MYC,gene,Term
mcp-1,mcp-1,unknown,Term
endogenous nk cells,endogenous nk cells,cell type,Term
sepsis-induced loss,sepsis-induced loss,pathways,Term
unchecked systemic inflammation,unchecked systemic inflammation,pathways,Term
immune consequences,immune consequences,pathways,Term
tumor-directed effects,tumor-directed effects,pathways,Term
HNK1,HNK1,gene,Term
LNK1,LNK1,gene,Term
IL3,IL3,gene,Term
TLR7,TLR7,gene,Term
BRUTINIB,BRUTINIB,gene,Term
maternal immune cells,maternal immune cells,cell type,Term
trophoblastic cells,trophoblastic cells,cell type,Term
maternal-fetal immune tolerance,maternal-fetal immune tolerance,pathways,Term
invariantt,invariantt,gene,Term
FasR,FasR,unknown,Term
NK-92 cell killing,NK-92 cell killing,unknown,Term
extracellular matrix proteins,extracellular matrix proteins,pathways,Term
irreversible cirrhosis,irreversible cirrhosis,pathways,Term
pro-inflammatory molecules,pro-inflammatory molecules,pathways,Term
cell cancers,cell cancers,disease,Term
innate lymphocyte subset,innate lymphocyte subset,cell type,Term
CDC42,CDC42,gene,Term
macrophage-specific deletion of GLUT1,macrophage-specific deletion of GLUT1,unknown,Term
NLRP3-IL1β inflammasome axis,NLRP3-IL1β inflammasome axis,unknown,Term
Natural Killer and CD8+ T cell activity,Natural Killer and CD8+ T cell activity,unknown,Term
GLUT1-specific inhibitor,GLUT1-specific inhibitor,unknown,Term
intra-tumoral macrophages from human PDAC patients with a pronounced glycolytic signature,intra-tumoral macrophages from human PDAC patients with a pronounced glycolytic signature,unknown,Term
poor survival,poor survival,unknown,Term
disease progression in pancreatic ductal adenocarcinoma,disease progression in pancreatic ductal adenocarcinoma,unknown,Term
GLUT1,GLUT1,unknown,Term
IL1β,IL1β,unknown,Term
tumoral macrophages,tumoral macrophages,cell type,Term
SREBF1,SREBF1,gene,Term
SPD1,SPD1,gene,Term
EIF5A,EIF5A,gene,Term
natural killer cell subset,natural killer cell subset,cell type,Term
granzymes,granzymes,unknown,Term
ATP6V1B1,ATP6V1B1,unknown,Term
intracellular pH,intracellular pH,unknown,Term
granzyme bioactivity,granzyme bioactivity,unknown,Term
ATP6V1B1-knockout,ATP6V1B1-knockout,unknown,Term
wild-type cells,wild-type cells,unknown,Term
KIRs,KIRs,unknown,Term
NK cell activity,NK cell activity,unknown,Term
FcγR3A,FcγR3A,unknown,Term
FcγR2A,FcγR2A,unknown,Term
pCR,pCR,unknown,Term
KIR-HLA combinations,KIR-HLA combinations,unknown,Term
tel A,tel A,unknown,Term
tel B,tel B,unknown,Term
immune checkpoints inhibitory receptors,immune checkpoints inhibitory receptors,unknown,Term
SMAD,SMAD,unknown,Term
immune checkpoints inhibitors,immune checkpoints inhibitors,unknown,Term
anti-TGF-β antibody,anti-TGF-β antibody,unknown,Term
TGF-β inhibitors,TGF-β inhibitors,unknown,Term
TGF-β blockers,TGF-β blockers,unknown,Term
CD8B,CD8B,gene,Term
gasdermin B,gasdermin B,unknown,Term
PRKCT,PRKCT,gene,Term
KLRD1,KLRD1,gene,Term
XCL9,XCL9,gene,Term
immune hyporesponsiveness,immune hyporesponsiveness,pathways,Term
intraepithelial ILC1s,intraepithelial ILC1s,unknown,Term
immune dysfunction,immune dysfunction,unknown,Term
immune function,immune function,unknown,Term
high aerobic capacity,high aerobic capacity,unknown,Term
dysfunctional T cells,dysfunctional T cells,unknown,Term
T cell populations,T cell populations,unknown,Term
dendritic cell vaccines,dendritic cell vaccines,pathways,Term
natural killer cell therapies,natural killer cell therapies,unknown,Term
adoptive T cell therapies,adoptive T cell therapies,unknown,Term
chimeric antigen receptor T cells,chimeric antigen receptor T cells,unknown,Term
immune cell pairs,immune cell pairs,pathways,Term
inferior prognosis,inferior prognosis,pathways,Term
hazard ratio=2.742,hazard ratio=2.742,pathways,Term
survival prediction value,survival prediction value,pathways,Term
ENDOSO,ENDOSO,gene,Term
t-cell,t-cell,disease,Term
RF,RF,gene,Term
MR-1,MR-1,unknown,Term
5-amino-6D-ribitylaminouracil,5-amino-6D-ribitylaminouracil,unknown,Term
5-A-RU,5-A-RU,unknown,Term
circulating MAIT cells,circulating MAIT cells,unknown,Term
primary mononuclear cells,primary mononuclear cells,cell type,Term
nex-IL1β-mRNA,nex-IL1β-mRNA,unknown,Term
antiapoptotic gene expression,antiapoptotic gene expression,pathways,Term
ZC3H12D,ZC3H12D,unknown,Term
migration activity,migration activity,unknown,Term
killing of cancer cells,killing of cancer cells,unknown,Term
antimetastasis,antimetastasis,unknown,Term
endometrial,endometrial,disease,Term
suppressor immune cells,suppressor immune cells,pathways,Term
collective migration,collective migration,pathways,Term
anoikis cell death,anoikis cell death,pathways,Term
extracellular matrix,extracellular matrix,pathways,Term
natural killer cell-mediated therapy,natural killer cell-mediated therapy,pathways,Term
innate cytotoxic immune cells,innate cytotoxic immune cells,cell type,Term
hif-1αΔNφ,hif-1αΔNφ,unknown,Term
activated CD8+ cytotoxic T cells,activated CD8+ cytotoxic T cells,unknown,Term
neutrophils infiltrate tumors,neutrophils infiltrate tumors,pathways,Term
CD8+ cytotoxic T cells,CD8+ cytotoxic T cells,unknown,Term
CD229,CD229,gene,Term
LY9,LY9,gene,Term
TPD1,TPD1,gene,Term
missing-self responses,missing-self responses,pathways,Term
"Here are the results for the given pairs:


(nk cells","Here are the results for the given pairs:


(nk cells",unknown,Term
tumor-associated antigen therapy,tumor-associated antigen therapy,pathways,Term
PPARCG,PPARCG,gene,Term
tumor blood vessels,tumor blood vessels,unknown,Term
tumor hypoxia,tumor hypoxia,unknown,Term
tumor immunosuppression,tumor immunosuppression,unknown,Term
her1-car-nk,her1-car-nk,unknown,Term
nitrogen oxide production,nitrogen oxide production,unknown,Term
HER1,HER1,gene,Term
pathogens,pathogens,unknown,Term
activating,activating,cell type,Term
CXCR1,CXCR1,gene,Term
NE,NE,gene,Term
THBS1,THBS1,gene,Term
cd22,cd22,unknown,Term
ITGA,ITGA,gene,Term
cancer cell proliferation,cancer cell proliferation,unknown,Term
immune cell aggregation,immune cell aggregation,unknown,Term
herpes virus,herpes virus,pathways,Term
LDLR,LDLR,gene,Term
primary car,primary car,cell type,Term
lung nk cells,lung nk cells,cell type,Term
antigen-independent responses,antigen-independent responses,pathways,Term
CD137/PD-1,CD137/PD-1,gene,Term
IBI319,IBI319,gene,Term
AML-EVs,AML-EVs,unknown,Term
NK cell lysis,NK cell lysis,unknown,Term
stromal leukemic niche,stromal leukemic niche,cell type,Term
leukemia-related pathways,leukemia-related pathways,pathways,Term
leukemia immune escape,leukemia immune escape,pathways,Term
gscs,gscs,cell type,Term
MIR17,MIR17,gene,Term
RNX1,RNX1,unknown,Term
HCC cells,HCC cells,unknown,Term
EXOS,EXOS,gene,Term
chronic infection,chronic infection,pathways,Term
acute lymphocytic leukemia cells,acute lymphocytic leukemia cells,cell type,Term
adoptive cancer therapy,adoptive cancer therapy,pathways,Term
sclerosis,sclerosis,disease,Term
central effector cells,central effector cells,cell type,Term
antibody-mediated cellular cytotoxicity,antibody-mediated cellular cytotoxicity,pathways,Term
immune lymphocytes,immune lymphocytes,cell type,Term
innate immune lymphocytes,innate immune lymphocytes,pathways,Term
LETS7B,LETS7B,gene,Term
CDK6,CDK6,unknown,Term
PP2Ac,PP2Ac,unknown,Term
suppressive cells,suppressive cells,cell type,Term
natural products,natural products,unknown,Term
immunogenic cancer cell death,immunogenic cancer cell death,pathways,Term
PTPN21,PTPN21,gene,Term
MHC Class I,MHC Class I,unknown,Term
PVR2,PVR2,gene,Term
treatment-related severe complications,treatment-related severe complications,unknown,Term
